"נושא-על באתר החדש","נושא באתר הישן","נושא-על באתר הישן","דפים באתר הישן לפי סוג","פריטים פעילים","מה קרה לו","יעד באתר החדש","פריטים ביעד","אוחד יחד עם","הצעה","החלטה","הערה"
"מדינת ישראל וצה""ל","מוסריות מדינית","מדינת ישראל | מוסר ומידות","מאמרים 60","60","נשמר בשמו","מדינת ישראל וצה""ל › מוסריות מדינית","60","","להשאיר","",""
"מדינת ישראל וצה""ל","פוליטיקה ובחירות","מדינת ישראל","מאמרים 184 · ללא סוג 1","184","נשמר בשמו (צורפו אליו נושאים נוספים)","מדינת ישראל וצה""ל › פוליטיקה ובחירות","244","פוליטיקה (33); ראש הממשלה (23)","להשאיר","",""
"מדינת ישראל וצה""ל","פוליטיקה","מיוחדים | מדינת ישראל","וידאו 33","33","שם שונה","מדינת ישראל וצה""ל › פוליטיקה ובחירות","244","פוליטיקה ובחירות (184); ראש הממשלה (23)","להשאיר (שם נרדף בחיפוש)","",""
"מדינת ישראל וצה""ל","ראש הממשלה","מדינת ישראל","מאמרים 23","23","אוחד","מדינת ישראל וצה""ל › פוליטיקה ובחירות","244","פוליטיקה ובחירות (184); פוליטיקה (33)","לפצל לתת-נושא","",""
"מדינת ישראל וצה""ל","צה""ל","מדינת ישראל | מיוחדים","מאמרים 212 · ללא סוג 51 · וידאו 36 · שו""ת 2","296","שם שונה","מדינת ישראל וצה""ל › צה""ל וביטחון","307","הלכות חגים לחייל (9)","להשאיר (שם נרדף בחיפוש)","",""
"מדינת ישראל וצה""ל","הלכות חגים לחייל","הלכה | מועדים | מדינת ישראל | מיוחדים","שו""ת 9","9","אוחד","מדינת ישראל וצה""ל › צה""ל וביטחון","307","צה""ל (296)","לשקול: לפצל או שם נרדף","",""
"אקטואליה ותרבות","אינטרנט וסמארטפון","הלכה | חינוך | מיוחדים","מאמרים 26","26","נשמר בשמו · עבר לנושא-על אחר","אקטואליה ותרבות › אינטרנט וסמארטפון","26","","להשאיר","",""
"אקטואליה ותרבות","אקטואליה","מיוחדים","מאמרים 362 · ללא סוג 92 · וידאו 88","540","נשמר בשמו · עבר לנושא-על אחר","אקטואליה ותרבות › אקטואליה","553","","להשאיר","",""
"אקטואליה ותרבות","טבע וסביבה","מוסר ומידות","מאמרים 44","44","נשמר בשמו · עבר לנושא-על אחר","אקטואליה ותרבות › טבע וסביבה","44","","להשאיר","",""
"אקטואליה ותרבות","תנועות חברתיות","הלכה | חינוך | מדינת ישראל | אמונה","שו""ת 6 · וידאו 1","6","נשמר בשמו · עבר לנושא-על אחר","אקטואליה ותרבות › תנועות חברתיות","6","","להשאיר","",""
"אקטואליה ותרבות","תרבות המערב","חינוך | אמונה | מוסר ומידות","מאמרים 34 · וידאו 10 · שו""ת 3","47","נשמר בשמו · עבר לנושא-על אחר","אקטואליה ותרבות › תרבות המערב","49","","להשאיר","",""
"אקטואליה ותרבות","תרבות הפנאי","הלכה | מיוחדים | מוסר ומידות","מאמרים 11 · שו""ת 9 · וידאו 5 · ללא סוג 3","28","נשמר בשמו · עבר לנושא-על אחר","אקטואליה ותרבות › תרבות הפנאי","29","","להשאיר","",""
"מוסר ומידות","מוסר ומידות","מוסר ומידות","וידאו 10 · שו""ת 1","11","נשמר בשמו","מוסר ומידות","578","","להשאיר","",""
"מוסר ומידות","מידת הביטחון","מוסר ומידות","מאמרים 13","13","שם שונה","מוסר ומידות › ביטחון","16","","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","יצר הרע","מוסר ומידות","מאמרים 24","24","נשמר בשמו","מוסר ומידות › יצר הרע","24","","להשאיר","",""
"מוסר ומידות","חיי הפרט","מדינת ישראל","מאמרים 62 · ללא סוג 1","63","שם שונה · עבר לנושא-על אחר","מוסר ומידות › מוסר בחיי הפרט","111","מוסריות (22); זהירות בדרכים (9); מוסר ביהדות (9); מוסר בחיי הפרט (5)","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","מוסריות","מוסר ומידות","ללא סוג 12 · וידאו 10","22","אוחד","מוסר ומידות › מוסר בחיי הפרט","111","חיי הפרט (63); זהירות בדרכים (9); מוסר ביהדות (9); מוסר בחיי הפרט (5)","לפצל לתת-נושא","",""
"מוסר ומידות","זהירות בדרכים","מוסר ומידות | הלכה","מאמרים 6 · וידאו 3","9","אוחד","מוסר ומידות › מוסר בחיי הפרט","111","חיי הפרט (63); מוסריות (22); מוסר ביהדות (9); מוסר בחיי הפרט (5)","לשקול: לפצל או שם נרדף","",""
"מוסר ומידות","מוסר ביהדות","מוסר ומידות","וידאו 9","9","אוחד","מוסר ומידות › מוסר בחיי הפרט","111","חיי הפרט (63); מוסריות (22); זהירות בדרכים (9); מוסר בחיי הפרט (5)","לשקול: לפצל או שם נרדף","",""
"מוסר ומידות","מוסר בחיי הפרט","מוסר ומידות","ללא סוג 2 · שו""ת 2 · וידאו 1","5","נשמר בשמו (צורפו אליו נושאים נוספים)","מוסר ומידות › מוסר בחיי הפרט","111","חיי הפרט (63); מוסריות (22); זהירות בדרכים (9); מוסר ביהדות (9)","להשאיר","",""
"מוסר ומידות","מוסר חברתי","מוסר ומידות","וידאו 30 · ללא סוג 3 · שו""ת 1","34","נשמר בשמו (צורפו אליו נושאים נוספים)","מוסר ומידות › מוסר חברתי","111","חסד (31); דרך ארץ (26); מוסריות בעבודה (11); הכרת הטוב (5)","להשאיר","",""
"מוסר ומידות","חסד","מוסר ומידות","מאמרים 24 · וידאו 5 · ללא סוג 2","31","אוחד","מוסר ומידות › מוסר חברתי","111","מוסר חברתי (34); דרך ארץ (26); מוסריות בעבודה (11); הכרת הטוב (5)","לפצל לתת-נושא","",""
"מוסר ומידות","דרך ארץ","מוסר ומידות","מאמרים 26","26","אוחד","מוסר ומידות › מוסר חברתי","111","מוסר חברתי (34); חסד (31); מוסריות בעבודה (11); הכרת הטוב (5)","לפצל לתת-נושא","",""
"מוסר ומידות","מוסריות בעבודה","מוסר ומידות","מאמרים 11","11","אוחד","מוסר ומידות › מוסר חברתי","111","מוסר חברתי (34); חסד (31); דרך ארץ (26); הכרת הטוב (5)","לשקול: לפצל או שם נרדף","",""
"מוסר ומידות","הכרת הטוב","מוסר ומידות","וידאו 5","5","אוחד","מוסר ומידות › מוסר חברתי","111","מוסר חברתי (34); חסד (31); דרך ארץ (26); מוסריות בעבודה (11)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"מוסר ומידות","מידות","מוסר ומידות","ללא סוג 81 · וידאו 30","110","נשמר בשמו (צורפו אליו נושאים נוספים)","מוסר ומידות › מידות","247","עבודת המידות (75); צניעות - מידות (21); מידות נוספות (18); שמחה (8); גאווה (5); דאגה לזולת- מידות (5); והלכת בדרכיו (3); שתיקה- מידות (3)","להשאיר","",""
"מוסר ומידות","עבודת המידות","מוסר ומידות","מאמרים 62 · וידאו 11 · ללא סוג 2","75","שם שונה","מוסר ומידות › מידות","247","מידות (110); צניעות - מידות (21); מידות נוספות (18); שמחה (8); גאווה (5); דאגה לזולת- מידות (5); והלכת בדרכיו (3); שתיקה- מידות (3)","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","צניעות - מידות","מוסר ומידות","מאמרים 21","21","שם שונה","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); מידות נוספות (18); שמחה (8); גאווה (5); דאגה לזולת- מידות (5); והלכת בדרכיו (3); שתיקה- מידות (3)","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","מידות נוספות","מוסר ומידות","מאמרים 18","18","שם שונה","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); צניעות - מידות (21); שמחה (8); גאווה (5); דאגה לזולת- מידות (5); והלכת בדרכיו (3); שתיקה- מידות (3)","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","שמחה","מוסר ומידות","מאמרים 8","8","אוחד","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); צניעות - מידות (21); מידות נוספות (18); גאווה (5); דאגה לזולת- מידות (5); והלכת בדרכיו (3); שתיקה- מידות (3)","לשקול: לפצל או שם נרדף","",""
"מוסר ומידות","גאווה","מוסר ומידות","מאמרים 5","5","אוחד","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); צניעות - מידות (21); מידות נוספות (18); שמחה (8); דאגה לזולת- מידות (5); והלכת בדרכיו (3); שתיקה- מידות (3)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"מוסר ומידות","דאגה לזולת- מידות","מוסר ומידות","מאמרים 5","5","שם שונה","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); צניעות - מידות (21); מידות נוספות (18); שמחה (8); גאווה (5); והלכת בדרכיו (3); שתיקה- מידות (3)","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","והלכת בדרכיו","מוסר ומידות | אמונה","ללא סוג 2 · וידאו 1","3","אוחד","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); צניעות - מידות (21); מידות נוספות (18); שמחה (8); גאווה (5); דאגה לזולת- מידות (5); שתיקה- מידות (3)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"מוסר ומידות","שתיקה- מידות","מוסר ומידות","מאמרים 3","3","שם שונה","מוסר ומידות › מידות","247","מידות (110); עבודת המידות (75); צניעות - מידות (21); מידות נוספות (18); שמחה (8); גאווה (5); דאגה לזולת- מידות (5); והלכת בדרכיו (3)","להשאיר (שם נרדף בחיפוש)","",""
"מוסר ומידות","שמירת הלשון","הלכה | מוסר ומידות | חושן משפט","מאמרים 41 · וידאו 34 · ללא סוג 1","74","נשמר בשמו | נשמר בשמו","מוסר ומידות › שמירת הלשון | הלכה › בין אדם לחברו › שמירת הלשון","84 | 84","","להשאיר","",""
"זוגיות ומשפחה","זוגיות ומשפחה","זוגיות ומשפחה","ללא סוג 86 · וידאו 11 · שו""ת 1","96","נשמר בשמו","זוגיות ומשפחה","641","","להשאיר","",""
"זוגיות ומשפחה","כיבוד הורים","הלכה | מוסר ומידות","וידאו 7 · שו""ת 5 · ללא סוג 1","13","שם שונה · עבר לנושא-על אחר","זוגיות ומשפחה › הורים וילדים","16","חיי משפחה (3)","להשאיר (שם נרדף בחיפוש)","",""
"זוגיות ומשפחה","חיי משפחה","זוגיות ומשפחה","וידאו 3","3","אוחד","זוגיות ומשפחה › הורים וילדים","16","כיבוד הורים (13)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"זוגיות ומשפחה","הריון ולידה","זוגיות ומשפחה","מאמרים 5 · שו""ת 5 · וידאו 1","11","נשמר בשמו (צורפו אליו נושאים נוספים)","זוגיות ומשפחה › הריון ולידה","18","קריאת שמות (7)","להשאיר","",""
"זוגיות ומשפחה","קריאת שמות","זוגיות ומשפחה | הלכה","שו""ת 7","7","אוחד","זוגיות ומשפחה › הריון ולידה","18","הריון ולידה (11)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"זוגיות ומשפחה","זוגיות במקורות","זוגיות ומשפחה","מאמרים 77","77","אוחד","זוגיות ומשפחה › חיי זוגיות","266","עבודת הזוגיות (56); שמירת התא המשפחתי (47); זוגיות (32); אהבה (26); אישות (15); צניעות - משפחה (8)","לפצל לתת-נושא","",""
"זוגיות ומשפחה","עבודת הזוגיות","זוגיות ומשפחה","מאמרים 52 · שו""ת 4","56","אוחד","זוגיות ומשפחה › חיי זוגיות","266","זוגיות במקורות (77); שמירת התא המשפחתי (47); זוגיות (32); אהבה (26); אישות (15); צניעות - משפחה (8)","לפצל לתת-נושא","",""
"זוגיות ומשפחה","שמירת התא המשפחתי","זוגיות ומשפחה","מאמרים 47","47","אוחד","זוגיות ומשפחה › חיי זוגיות","266","זוגיות במקורות (77); עבודת הזוגיות (56); זוגיות (32); אהבה (26); אישות (15); צניעות - משפחה (8)","לפצל לתת-נושא","",""
"זוגיות ומשפחה","זוגיות","זוגיות ומשפחה","וידאו 31 · ללא סוג 1","32","שם שונה","זוגיות ומשפחה › חיי זוגיות","266","זוגיות במקורות (77); עבודת הזוגיות (56); שמירת התא המשפחתי (47); אהבה (26); אישות (15); צניעות - משפחה (8)","להשאיר (שם נרדף בחיפוש)","",""
"זוגיות ומשפחה","אהבה","מוסר ומידות","מאמרים 26","26","אוחד · עבר לנושא-על אחר","זוגיות ומשפחה › חיי זוגיות","266","זוגיות במקורות (77); עבודת הזוגיות (56); שמירת התא המשפחתי (47); זוגיות (32); אישות (15); צניעות - משפחה (8)","לפצל לתת-נושא","",""
"זוגיות ומשפחה","אישות","זוגיות ומשפחה","וידאו 15","15","אוחד","זוגיות ומשפחה › חיי זוגיות","266","זוגיות במקורות (77); עבודת הזוגיות (56); שמירת התא המשפחתי (47); זוגיות (32); אהבה (26); צניעות - משפחה (8)","לשקול: לפצל או שם נרדף","",""
"זוגיות ומשפחה","צניעות - משפחה","זוגיות ומשפחה","מאמרים 8","8","אוחד","זוגיות ומשפחה › חיי זוגיות","266","זוגיות במקורות (77); עבודת הזוגיות (56); שמירת התא המשפחתי (47); זוגיות (32); אהבה (26); אישות (15)","לשקול: לפצל או שם נרדף","",""
"זוגיות ומשפחה","נטיות הפוכות","מוסר ומידות","מאמרים 45 · ללא סוג 1","45","נשמר בשמו · עבר לנושא-על אחר","זוגיות ומשפחה › נטיות הפוכות","46","","להשאיר","",""
"זוגיות ומשפחה","נשים","מיוחדים | זוגיות ומשפחה | מוסר ומידות","מאמרים 75 · ללא סוג 25 · וידאו 16","116","נשמר בשמו","זוגיות ומשפחה › נשים","119","","להשאיר","",""
"זוגיות ומשפחה","שידוכים והכנה לחתונה","זוגיות ומשפחה","מאמרים 61","60","אוחד","זוגיות ומשפחה › שידוכים וחתונה","119","הכנה לחתונה (29); חתונה (11); חתונה - חופה וקידושין (10); שידוכים (6)","לפצל לתת-נושא","",""
"זוגיות ומשפחה","הכנה לחתונה","זוגיות ומשפחה","וידאו 26 · ללא סוג 3","29","אוחד","זוגיות ומשפחה › שידוכים וחתונה","119","שידוכים והכנה לחתונה (60); חתונה (11); חתונה - חופה וקידושין (10); שידוכים (6)","לפצל לתת-נושא","",""
"זוגיות ומשפחה","חתונה","זוגיות ומשפחה | אבן העזר","שו""ת 11 · ללא סוג 1","11","שם שונה","זוגיות ומשפחה › שידוכים וחתונה","119","שידוכים והכנה לחתונה (60); הכנה לחתונה (29); חתונה - חופה וקידושין (10); שידוכים (6)","להשאיר (שם נרדף בחיפוש)","",""
"זוגיות ומשפחה","חתונה - חופה וקידושין","זוגיות ומשפחה","מאמרים 10","10","אוחד","זוגיות ומשפחה › שידוכים וחתונה","119","שידוכים והכנה לחתונה (60); הכנה לחתונה (29); חתונה (11); שידוכים (6)","לשקול: לפצל או שם נרדף","",""
"זוגיות ומשפחה","שידוכים","זוגיות ומשפחה","שו""ת 6 · ללא סוג 1","6","שם שונה","זוגיות ומשפחה › שידוכים וחתונה","119","שידוכים והכנה לחתונה (60); הכנה לחתונה (29); חתונה (11); חתונה - חופה וקידושין (10)","להשאיר (שם נרדף בחיפוש)","",""
"חינוך","חינוך","חינוך","ללא סוג 62 · וידאו 25 · שו""ת 1","86","נשמר בשמו","חינוך","360","","להשאיר","",""
"חינוך","חינוך ילדים","חינוך","מאמרים 201 · שו""ת 9 · ללא סוג 1","210","נשמר בשמו","חינוך › חינוך ילדים","210","","להשאיר","",""
"חינוך","חינוך במקורות","חינוך","מאמרים 12","12","שם שונה","חינוך › חינוך לתורה ומצוות","22","חינוך לתורה ומצוות (5); חינוך - הלכה (3)","להשאיר (שם נרדף בחיפוש)","",""
"חינוך","חינוך לתורה ומצוות","חינוך","ללא סוג 3 · וידאו 2","5","נשמר בשמו (צורפו אליו נושאים נוספים)","חינוך › חינוך לתורה ומצוות","22","חינוך במקורות (12); חינוך - הלכה (3)","להשאיר","",""
"חינוך","חינוך - הלכה","הלכה | חינוך","שו""ת 2 · ללא סוג 1","3","שם שונה","חינוך › חינוך לתורה ומצוות","22","חינוך במקורות (12); חינוך לתורה ומצוות (5)","להשאיר (שם נרדף בחיפוש)","",""
"חינוך","מוסדות חינוך","חינוך","מאמרים 31","31","שם שונה","חינוך › מוסדות חינוך ולימודים","46","לימודים (9); הוראה (6)","להשאיר (שם נרדף בחיפוש)","",""
"חינוך","לימודים","חינוך","מאמרים 8 · שו""ת 1","9","שם שונה","חינוך › מוסדות חינוך ולימודים","46","מוסדות חינוך (31); הוראה (6)","להשאיר (שם נרדף בחיפוש)","",""
"חינוך","הוראה","חינוך","מאמרים 5 · שו""ת 1","6","אוחד","חינוך › מוסדות חינוך ולימודים","46","מוסדות חינוך (31); לימודים (9)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"אישים","אישים","מיוחדים","מאמרים 132 · ללא סוג 49 · וידאו 12 · שו""ת 3","194","נשמר בשמו · עבר לנושא-על אחר","אישים","781","","להשאיר","",""
"אישים","הרב קוק","תורה | אמונה | מיוחדים","וידאו 92 · ללא סוג 29 · מאמרים 13","133","נשמר בשמו (צורפו אליו נושאים נוספים) · עבר לנושא-על אחר","אישים › הרב קוק","584","תורת הראי""ה (53)","להשאיר","",""
"אישים","תורת הראי""ה","תורה","מאמרים 46 · שו""ת 7","53","אוחד · עבר לנושא-על אחר","אישים › הרב קוק","584","הרב קוק (133)","לפצל לתת-נושא","",""
"אישים","הרב נחמיה לביא זצ""ל","מיוחדים","מאמרים 6","6","שם שונה · עבר לנושא-על אחר","אישים › רבנים ואישים","10","הרב מנחם בן יעקב (3)","להשאיר (שם נרדף בחיפוש)","",""
"אישים","הרב מנחם בן יעקב","מיוחדים","וידאו 3","3","אוחד · עבר לנושא-על אחר","אישים › רבנים ואישים","10","הרב נחמיה לביא זצ""ל (6)","להשאיר מאוחד (שם נרדף בחיפוש)","",""
"מיוחדים (פורק)","מיוחדים","מיוחדים","שו""ת 7 · מאמרים 4 · וידאו 1","12","פורק: תתי-הנושאים שלו מופו לנושאי-העל החדשים","מכל מפורק (ילדיו מופו לנושאי הליבה)","","","להשאיר","",""
"מקורות (מסנן נפרד)","דפים קא' - ר'","שו""ת סמס - עולם קטן","שו""ת 34","34","הפך למקור: דפים קא' - ר'","מקור: דפים קא' - ר'","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","שיעורי ארח""צ מהישיבה","שיעורים מישיבת עטרת ירושלים","וידאו 484 · ללא סוג 423","880","הפך למקור: ישיבת עטרת ירושלים","מקור: ישיבת עטרת ירושלים","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","ישיבת עטרת ירושלים","שיעורים מישיבת עטרת ירושלים","וידאו 660 · ללא סוג 5","619","הפך למקור: ישיבת עטרת ירושלים","מקור: ישיבת עטרת ירושלים","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","שיעורי ארח""צ בישיבה","שיעורי ארח""צ בישיבה","ללא סוג 1","1","הפך למקור: ישיבת עטרת ירושלים","מקור: ישיבת עטרת ירושלים","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","שיעורים מישיבת עטרת ירושלים","שיעורים מישיבת עטרת ירושלים","","0","הפך למקור: ישיבת עטרת ירושלים","מקור: ישיבת עטרת ירושלים","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","מאמרים מיוחדים","מיוחדים","מאמרים 62","62","הפך למקור: מאמרים מיוחדים","מקור: מאמרים מיוחדים","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","ציוצים","מיוחדים","מאמרים 25","25","הפך למקור: ציוצים","מקור: ציוצים","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","שו""ת סמס - עולם קטן","שו""ת סמס - עולם קטן","","0","הפך למקור: שו""ת סמס - עולם קטן","מקור: שו""ת סמס - עולם קטן","","","להשאיר (מקור, לא נושא)","",""
"מקורות (מסנן נפרד)","שירים","מיוחדים","מאמרים 13","13","הפך למקור: שירים","מקור: שירים","","","להשאיר (מקור, לא נושא)","",""
"סדרות (ישות נפרדת)","אורות","אמונה | תורה | מיוחדים","סדרות 30","","הפך לסדרה (/series)","אורות","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","אורות הקודש ב'","אורות הקודש","סדרות 32","","הפך לסדרה (/series)","אורות הקודש ב'","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","אורות הקודש","אורות הקודש","","","הפך לסדרה (/series)","אורות הקודש ב'","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","אורות התחיה","אמונה | תורה | מיוחדים","סדרות 108","","הפך לסדרה (/series)","אורות התחיה","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","אורות ישראל ותחיתו","אמונה | תורה | מיוחדים","סדרות 10","","הפך לסדרה (/series)","אורות ישראל ותחיתו","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","למהלך האידאות בישראל","אמונה | תורה | מיוחדים","סדרות 26","","הפך לסדרה (/series)","למהלך האידאות בישראל","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","עין איה","עין איה","","","הפך לסדרה (/series)","ספר: עין איה","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","עין איה - ברכות ב'","עין איה","סדרות 106","","הפך לסדרה (/series)","עין איה - ברכות ב'","","","להשאיר (סדרה)","",""
"סדרות (ישות נפרדת)","קריאה גדולה","אמונה | תורה | מיוחדים","סדרות 5","","הפך לסדרה (/series)","קריאה גדולה","","","להשאיר (סדרה)","",""
"סוג תוכן (מסנן נפרד)","שו""ת","הלכה","ללא סוג 797 · וידאו 77","77","הפך למסנן סוג התוכן","מכל (סוג תוכן)","","","להשאיר","",""
"שו""ת לפי שולחן ערוך (מסנן נפרד)","אבן העזר","אבן העזר","שו""ת 42","9","הפך למסנן ""חלק בשולחן ערוך"" בשו""ת","ציר שו""ת: אבן העזר","","","להשאיר","",""
"שו""ת לפי שולחן ערוך (מסנן נפרד)","אורח חיים","אורח חיים","שו""ת 89","32","הפך למסנן ""חלק בשולחן ערוך"" בשו""ת","ציר שו""ת: אורח חיים","","","להשאיר","",""
"שו""ת לפי שולחן ערוך (מסנן נפרד)","חושן משפט","חושן משפט","שו""ת 54","3","הפך למסנן ""חלק בשולחן ערוך"" בשו""ת","ציר שו""ת: חושן משפט","","","להשאיר","",""
"שו""ת לפי שולחן ערוך (מסנן נפרד)","יורה דעה","יורה דעה","שו""ת 71","26","הפך למסנן ""חלק בשולחן ערוך"" בשו""ת","ציר שו""ת: יורה דעה","","","להשאיר","",""
